6	4	10	0	4	0	5	19	48	17	16	9	3	7	5	7	1	6	3	3	4	6	12	77	29	2	3	1	1	4	6	2
0	1	1	1	1	1	4	39	72	7	17	5	4	2	3	2	0	2	5	1	5	9	5	85	35	3	2	1	3	2	2	0
3	3	13	0	2	0	5	22	58	15	15	8	4	1	4	7	5	7	8	0	8	12	20	52	23	3	3	1	1	8	3	6
1	3	3	0	0	3	4	34	32	14	16	8	12	13	7	10	1	4	2	1	2	8	6	88	20	4	4	0	5	6	7	2
1	5	5	1	3	1	6	26	42	29	14	10	1	7	7	2	0	2	4	3	5	10	20	68	19	10	3	1	3	5	5	2
1	0	5	0	1	0	1	40	60	20	20	8	0	3	1	0	0	3	1	0	2	6	6	94	29	5	6	0	2	2	3	1
4	5	9	1	6	3	5	15	9	11	16	17	12	11	17	19	0	10	7	3	9	9	15	59	9	6	6	4	3	7	9	4
4	7	9	1	5	0	6	16	36	10	27	15	5	9	5	5	0	1	5	5	9	14	20	58	17	2	8	1	7	8	5	0
0	1	1	1	2	2	2	39	85	6	13	4	0	1	2	1	0	0	1	0	2	9	8	92	35	4	3	3	2	1	0	0
0	2	2	0	1	1	6	36	75	11	14	6	3	1	2	0	0	1	0	1	4	10	10	86	37	2	2	1	2	2	2	0
1	3	5	2	0	0	3	34	79	9	9	4	3	5	2	1	0	1	2	1	1	5	5	97	40	0	2	0	3	1	2	0
0	4	4	1	2	0	6	31	58	22	16	9	2	4	1	0	0	0	1	0	2	9	5	95	31	3	3	1	4	3	3	0
1	3	2	1	3	2	3	33	58	29	17	4	2	2	0	0	0	1	3	0	5	12	14	77	17	8	5	2	3	8	4	1
8	5	7	0	4	2	6	16	57	17	10	6	1	9	8	4	1	6	5	3	8	7	14	68	14	3	4	4	5	7	6	5
4	7	6	0	2	1	6	22	76	9	12	3	1	2	2	7	7	11	5	1	11	17	6	54	7	2	7	3	1	9	9	10
0	1	3	0	2	0	0	42	61	19	15	7	4	2	3	1	1	4	1	3	6	12	14	71	24	3	3	1	3	7	5	2
3	10	5	1	2	0	5	22	61	13	11	13	5	1	5	3	1	6	5	4	11	13	10	62	20	5	6	2	2	7	4	2
1	4	10	0	1	4	7	21	24	19	23	20	4	12	6	4	3	6	8	4	13	16	16	46	6	3	4	2	3	10	5	15
0	2	6	0	1	0	6	33	55	9	16	14	5	5	5	3	1	3	2	1	1	3	7	94	19	4	3	1	3	5	5	8
12	3	4	2	3	1	3	20	45	13	16	6	5	5	14	8	13	15	13	3	9	11	12	36	17	2	1	0	4	7	10	7
1	6	9	1	2	0	2	27	76	13	13	2	2	1	3	2	1	3	2	1	3	5	7	90	15	3	2	3	8	8	7	2
2	1	4	1	2	0	5	33	58	20	18	2	5	4	2	3	0	1	1	0	5	10	8	87	26	7	2	2	2	5	3	1
0	5	3	0	0	2	4	34	95	9	2	2	1	1	1	1	1	3	6	1	11	6	11	73	27	6	2	0	2	5	5	1
1	6	3	2	4	1	5	26	51	24	18	11	1	4	2	1	0	1	3	1	5	6	8	88	19	6	8	0	7	3	5	0
1	1	5	2	0	2	5	32	44	30	12	15	7	3	0	1	0	2	4	1	11	8	16	70	15	10	3	2	8	3	7	0
0	2	4	3	2	4	7	26	56	25	14	7	3	3	3	1	0	1	4	3	11	13	18	62	22	11	1	1	5	2	4	2
1	3	2	3	2	2	12	23	41	36	11	15	5	3	1	0	0	2	0	2	14	6	16	72	27	10	3	3	3	1	1	0
1	7	3	3	1	1	5	27	55	20	12	12	6	6	0	1	0	3	5	4	11	8	21	60	20	7	4	2	7	5	3	0
2	9	6	4	4	2	3	18	37	25	10	15	14	6	2	3	0	2	1	4	6	5	17	77	22	11	1	3	3	3	4	1
0	0	3	1	4	2	6	32	66	20	8	11	5	1	0	1	0	1	0	1	7	6	19	78	36	5	1	1	2	2	1	0
0	3	7	2	2	2	3	29	53	21	11	8	7	2	4	6	2	8	4	1	11	13	15	58	30	5	1	1	5	2	3	1
0	7	9	4	1	0	4	23	42	14	13	23	5	5	7	3	4	10	5	8	20	9	16	40	5	12	5	2	6	10	8	0
0	3	4	3	2	0	12	24	28	27	16	28	7	3	2	1	0	2	3	4	11	9	24	59	16	6	6	2	10	4	4	0
3	4	2	2	0	1	2	34	74	11	7	6	4	5	3	2	0	2	2	5	6	2	5	90	21	2	2	1	3	9	7	3
1	4	2	4	1	2	9	25	57	15	10	5	6	4	10	5	0	6	4	0	9	9	14	70	32	3	5	0	5	2	1	0
0	5	9	3	3	6	8	14	5	21	17	40	14	10	3	2	0	2	1	5	8	18	20	58	14	13	4	2	6	4	5	0
1	4	8	4	3	0	2	26	43	20	18	14	6	5	3	3	1	3	5	12	12	7	12	60	24	7	2	2	3	5	4	1
2	5	3	4	2	4	9	19	22	23	19	20	12	8	5	3	1	3	5	3	12	8	11	69	1	4	6	3	2	12	13	7
0	0	1	2	1	1	0	43	88	9	5	7	0	1	2	0	0	2	1	3	3	12	10	81	33	3	2	1	4	3	2	0
0	3	5	3	6	1	8	22	24	43	18	12	8	5	2	0	0	4	3	5	17	19	12	52	4	11	7	1	15	3	6	1
0	2	3	1	0	4	7	31	51	26	8	11	11	4	1	0	0	1	2	4	5	2	6	92	3	6	6	1	10	13	7	2
3	4	4	1	4	2	2	28	40	28	13	10	6	8	4	3	0	5	5	2	6	10	20	64	24	8	4	0	4	4	3	1
0	4	5	5	3	2	3	26	51	24	9	8	8	4	3	5	1	5	6	4	9	6	14	67	25	11	0	1	2	7	2	0
0	3	2	3	1	0	6	33	54	18	9	9	7	3	7	5	0	1	1	2	6	5	8	89	12	7	2	4	5	9	8	1
0	1	3	2	6	2	11	23	84	14	3	9	1	0	1	0	0	4	3	0	11	14	26	54	19	9	5	2	7	3	3	0
0	5	11	6	7	1	8	10	38	13	15	23	10	6	6	1	3	9	14	10	22	19	9	26	16	2	3	2	5	14	5	1

